Source,Target
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Drama
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Fantasy
Action,Crime
Action,Thriller
Action,Crime
Action,Drama
Action,Adventure
Action,Comedy
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Fantasy
Action,Sci-Fi
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Sci-Fi
Action,Crime
Action,Thriller
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Comedy
Action,Fantasy
Action,War
Action,Thriller
Action,Adventure
Action,Sci-Fi
Action,Crime
Action,Thriller
Action,Adventure
Action,Sci-Fi
Action,Drama
Action,Mystery
Action,Crime
Action,Drama
Action,Horror
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Comedy
Action,Fantasy
Action,Comedy
Action,Mystery
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Thriller
Action,Adventure
Action,Thriller
Action,Adventure
Action,Family
Action,Adventure
Action,Drama
Action,Comedy
Action,Adventure
Action,Comedy
Action,Drama
Action,Sport
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Drama
Action,Adventure
Action,Sci-Fi
Action,Drama
Action,Mystery
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Sci-Fi
Action,Comedy
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Family
Action,Adventure
Action,Drama
Action,Adventure
Action,Thriller
Action,Adventure
Action,Romance
Action,Drama
Action,War
Action,Adventure
Action,Sci-Fi
Action,Comedy
Action,Crime
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Drama
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Thriller
Action,Comedy
Action,Crime
Action,Adventure
Action,Mystery
Action,Comedy
Action,Crime
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Crime
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Fantasy
Action,Crime
Action,Thriller
Action,Biography
Action,Drama
Action,Crime
Action,Thriller
Action,Drama
Action,Sci-Fi
Action,Crime
Action,Thriller
Action,Crime
Action,Thriller
Action,Sci-Fi
Action,Thriller
Action,Adventure
Action,Fantasy
Action,Biography
Action,Drama
Action,Biography
Action,Drama
Action,Crime
Action,Thriller
Action,Crime
Action,Drama
Action,Drama
Action,Thriller
Action,Adventure
Action,Adventure
Action,Romance
Action,Adventure
Action,Fantasy
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Mystery
Action,Sci-Fi
Action,Crime
Action,Fantasy
Action,Adventure
Action,Thriller
Action,Adventure
Action,Adventure
Action,Drama
Action,Comedy
Action,Family
Action,Adventure
Action,Drama
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Sci-Fi
Action,Crime
Action,Drama
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Biography
Action,Crime
Action,Adventure
Action,Sci-Fi
Action,Thriller
Action,Drama
Action,Thriller
Action,Drama
Action,Fantasy
Action,Crime
Action,Thriller
Action,Mystery
Action,Thriller
Action,Adventure
Action,Horror
Action,Adventure
Action,Thriller
Action,Comedy
Action,Crime
Action,Sci-Fi
Action,Adventure
Action,Adventure
Action,Sci-Fi
Action,Horror
Action,Mystery
Action,Thriller
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Crime
Action,Crime
Action,Mystery
Action,Sci-Fi
Action,Thriller
Action,Comedy
Action,Crime
Action,Adventure
Action,Sci-Fi
Action,Adventure
Action,Drama
Action,Horror
Action,Sci-Fi
Action,Crime
Action,Sport
Action,Adventure
Action,Comedy
Action,Sci-Fi
Action,Thriller
